UserID,Name,Age,Gender,Profession,Yearly Income,Property Owner,Physical Activity,Gaming Devices,Video Game Genre,Gaming Motivation,Hours Played Daily,Monthly Gaming Purchases,Hours Sleep Daily,Mental Wellness Score,Importance Score,Productivity Loss,Satisfaction,Self Control,Addiction Level
10210,Levi Howard,31,Male,Developer,"$42,117 ",No,Yes,Xbox,Sports,Social Interaction,3,555,5,98,24,44,32,80,44
10211,Paisley Ward,34,Male,Writer,"$142,585 ",No,Yes,PlayStation,Sports,Challenge,8,979,10,22,83,15,41,57,92
10212,Gabriel Torres,28,Male,Writer,"$115,985 ",No,No,Nintendo,Sports,Escapism,6,848,4,45,26,3,52,60,71
10213,Audrey Peterson,26,Other,Engineer,"$16,693 ",Yes,Yes,Nintendo,Strategy,Entertainment,6,137,7,35,88,78,51,88,5
10214,Caleb Gray,34,Male,Nurse,"$158,810 ",Yes,No,PC,Strategy,Stress Relief,7,298,5,31,69,48,6,30,96
10215,Brooklyn Ramirez,31,Male,Developer,"$115,751 ",No,No,Cell Phone,Racing,Entertainment,6,140,8,56,72,64,85,35,93
10216,James Brown,24,Male,Manager,"$26,019 ",No,No,PlayStation,MOBA,Social Interaction,1,507,7,87,3,68,41,54,71
10217,David James,30,Male,Nurse,"$52,975 ",Yes,No,Cell Phone,Racing,Escapism,5,996,8,55,6,19,55,63,71
10218,Savannah Watson,27,Other,Manager,"$180,798 ",Yes,No,Xbox,MOBA,Stress Relief,2,832,10,17,2,91,84,36,71
10219,Ezra Brooks,24,Female,Writer,"$89,076 ",Yes,No,Xbox,Sports,Challenge,1,607,4,48,75,9,98,25,88
10220,Claire Flores,26,Female,Manager,"$163,444 ",Yes,Yes,PlayStation,Strategy,Challenge,11,376,4,20,85,62,4,79,78
10221,Sofia Watt,21,Other,Artist,"$104,272 ",No,No,Cell Phone,Survival,Entertainment,8,280,5,75,79,44,31,82,64
10222,Aaron Rivera,34,Male,Teacher,"$68,415 ",No,Yes,PC,MMORPG,Loneliness,9,994,6,89,35,3,79,11,79
10223,David Jamse,30,Male,Writer,"$152,518 ",No,No,Xbox,Horror,Boredom,1,608,10,91,9,63,44,6,98
10224,Jess Castilio,26,Female,Writer,"$90,302 ",Yes,No,PC,Survival,Entertainment,1,686,8,67,50,9,96,15,88
10225,Savannah Walsh,18,Female,Other,"$123,226 ",Yes,Yes,PlayStation,Sports,Relaxation,8,466,4,16,45,46,57,38,89
10226,Paul Ryan,21,Male,Designer,"$153,255 ",Yes,Yes,Xbox,Horror,Competition,5,878,8,85,87,25,27,23,5
10227,Ezra Bryan,27,Other,Engineer,"$97,775 ",Yes,No,Cell Phone,Sports,Stress Relief,8,466,5,7,47,82,21,91,2
10228,Ericka McCarthy,27,Other,Student,"$91,471 ",No,Yes,PlayStation,Sports,Loneliness,4,51,8,40,32,71,56,42,6
10229,Claire O'Leary,20,Other,Student,"$75,948 ",Yes,No,Nintendo,Racing,Social Interaction,5,38,5,74,3,21,95,43,13
10230,Matthew Lee,29,Male,Developer,"$53,511 ",Yes,No,Xbox,Fighting,Relaxation,1,216,9,85,33,99,46,87,28
10231,Aaron Kim,21,Male,Student,"$68,521 ",No,No,Xbox,Sports,Escapism,10,203,10,20,75,51,15,78,6
10232,Tobby Latif,32,Other,Designer,"$120,541 ",Yes,Yes,Tablet,MMORPG,Relaxation,8,946,8,71,94,72,26,35,25
10233,Penelope Long,21,Female,Artist,"$57,694 ",No,Yes,Xbox,Horror,Relaxation,5,345,4,31,86,3,58,52,73
10234,Kiki Smith,27,Other,Artist,"$161,650 ",No,No,Cell Phone,FPS,Stress Relief,3,84,9,87,21,64,46,3,2
10235,Nathan Perry,29,Other,Teacher,"$44,783 ",Yes,No,Cell Phone,Fighting,Escapism,8,637,9,59,31,68,62,16,97
10236,Lucy Fang,28,Female,Other,"$30,029 ",Yes,No,Nintendo,Fighting,Challenge,3,73,10,78,69,4,48,21,9
10237,Sam Bryant,30,Other,Nurse,"$75,667 ",No,Yes,PC,MMORPG,Stress Relief,7,589,4,20,95,8,56,70,16
10238,Pablo James,20,Other,Nurse,"$3,108 ",No,No,PlayStation,Sports,Boredom,6,543,6,50,7,7,50,30,38
10239,Grayson White,22,Other,Doctor,"$142,527 ",No,No,Cell Phone,RPG,Boredom,8,512,7,56,33,15,10,51,63
10240,Grace Brown,21,Female,Doctor,"$50,592 ",Yes,No,PlayStation,Sports,Relaxation,8,683,4,99,87,21,69,56,87
10241,Ellie Wood,30,Female,Engineer,"$107,018 ",No,No,PlayStation,Racing,Social Interaction,1,93,4,49,38,75,78,95,48
10242,Daniel Gonzales,29,Other,Designer,"$174,261 ",No,Yes,PC,Racing,Entertainment,2,122,11,42,20,38,77,68,90
10243,Matthew Murray,31,Male,Developer,"$42,212 ",No,No,Cell Phone,FPS,Habit,11,278,5,81,89,22,71,11,40
10244,Lola Zhang,25,Other,Lawyer,"$112,087 ",No,No,Cell Phone,Racing,Competition,3,272,6,44,47,23,44,60,72
10245,Stella Li,28,Other,Nurse,"$101,085 ",No,Yes,Cell Phone,RPG,Challenge,5,122,7,41,28,81,18,77,86
10246,Luis Lynch,18,Male,Writer,"$68,206 ",No,Yes,Tablet,MMORPG,Habit,5,442,7,18,68,84,17,58,59
10247,Ryan Russel,21,Male,Student,"$174,920 ",No,No,Cell Phone,RPG,Challenge,1,377,10,82,26,34,5,70,58
10248,Misty Sweeney,21,Other,Designer,"$17,130 ",No,Yes,Tablet,Horror,Stress Relief,8,309,7,99,46,47,39,78,35
10249,Elly Mason,32,Other,Engineer,"$32,963 ",No,No,PC,RPG,Loneliness,6,814,10,51,27,49,98,4,67
10250,Eric Espinoza,28,Other,Doctor,"$72,725 ",No,Yes,Nintendo,Survival,Escapism,10,597,9,43,59,74,41,54,1
10251,Christian Bryant,33,Male,Other,"$66,520 ",No,No,Tablet,Racing,Escapism,1,620,6,54,71,12,15,1,58
10252,Justin Soto,32,Male,Manager,"$179,493 ",Yes,Yes,Xbox,Horror,Relaxation,3,991,4,61,24,20,80,5,85
10253,Kevin Ramos,33,Other,Nurse,"$99,855 ",Yes,No,Cell Phone,MOBA,Habit,10,391,9,21,65,4,28,34,52
10254,Hunter Cooper,30,Other,Student,"$3,258 ",No,Yes,Tablet,Fighting,Challenge,6,126,5,40,13,50,73,92,90
10255,Lucy Bell,30,Female,Other,"$78,821 ",Yes,Yes,PlayStation,Strategy,Habit,11,785,5,15,11,91,95,33,36
10256,Juan Sanchez,27,Male,Student,"$192,223 ",Yes,No,Nintendo,RPG,Competition,5,763,9,68,22,4,83,25,83
10257,Chris Evans,34,Male,Artist,"$81,550 ",Yes,Yes,PC,MOBA,Entertainment,2,907,4,68,90,73,73,80,44
10258,Xan Bryant,21,Male,Writer,"$69,264 ",Yes,Yes,PC,Survival,Challenge,2,697,6,46,20,24,49,19,31
10259,Ling Gao,33,Male,Nurse,"$65,894 ",No,No,PlayStation,MMORPG,Stress Relief,1,598,7,73,29,65,28,37,28
10260,Grace Johnson,29,Female,Other,"$197,050 ",Yes,No,Xbox,Strategy,Loneliness,9,989,6,51,25,38,74,75,37
10261,Savannah Williams,24,Female,Designer,"$115,066 ",No,Yes,Cell Phone,Strategy,Competition,3,761,7,29,59,8,60,97,48
10262,Eric Brown,32,Other,Lawyer,"$109,128 ",Yes,Yes,PC,Fighting,Stress Relief,4,119,4,67,61,98,19,91,14
10263,Juan Davis,24,Male,Artist,"$57,334 ",No,Yes,Cell Phone,Strategy,Escapism,4,601,7,70,41,93,28,80,6
10264,Jesus Miller,18,Male,Developer,"$61,029 ",No,No,PlayStation,Horror,Loneliness,8,322,8,99,47,45,26,52,55
10265,Nate Smith,21,Male,Manager,"$34,677 ",No,Yes,PC,Horror,Relaxation,6,800,11,41,19,34,24,57,31
10266,Morgan Fredson,30,Male,Designer,"$123,644 ",No,Yes,Xbox,FPS,Stress Relief,1,88,11,54,67,74,1,89,24
10268,Kate Garcia,28,Other,Engineer,"$121,688 ",Yes,No,Nintendo,MMORPG,Boredom,7,875,11,54,91,72,86,82,65
10269,Emilia Howard,32,Female,Lawyer,"$46,826 ",No,No,PC,Horror,Stress Relief,10,855,9,18,86,54,82,9,39
10270,Faith Adama,24,Female,Artist,"$6,334 ",No,No,PC,Fighting,Loneliness,7,966,4,50,88,53,2,11,80
10271,Josh Brooks,31,Male,Teacher,"$168,553 ",No,No,PlayStation,Horror,Competition,2,932,6,65,84,39,23,37,45
10272,Tina Nguyen,25,Female,Other,"$151,590 ",No,Yes,Cell Phone,FPS,Relaxation,2,26,6,62,84,55,88,21,13
10273,Riley Foster,29,Female,Teacher,"$102,702 ",Yes,No,Tablet,Horror,Challenge,7,422,10,43,52,36,47,61,59
10274,Sofia Khalifa ,25,Female,Other,"$71,737 ",No,No,PlayStation,Racing,Challenge,6,53,6,25,90,38,85,32,9
10275,Anthony Gonzalez,18,Male,Engineer,"$36,068 ",Yes,Yes,Xbox,Survival,Relaxation,10,294,9,64,8,12,95,78,26
10276,Jackie Tapia,32,Female,Manager,"$5,554 ",No,Yes,Nintendo,Strategy,Stress Relief,9,698,7,4,12,13,97,79,45
10277,Leah Collins,30,Other,Teacher,"$167,595 ",No,Yes,Tablet,MOBA,Loneliness,11,190,7,85,16,2,84,41,28
10278,Paul Kennedy,34,Male,Other,"$66,764 ",No,Yes,Xbox,FPS,Habit,2,607,9,80,81,43,39,48,3
10279,Landon Ward,27,Female,Writer,"$147,001 ",No,Yes,Nintendo,Horror,Boredom,10,921,9,43,37,6,33,76,46
10280,Jack Hogan,21,Male,Other,"$155,290 ",Yes,No,Nintendo,RPG,Social Interaction,6,409,5,21,32,53,19,13,64
10281,Lily Sanders,18,Female,Teacher,"$66,861 ",No,No,Nintendo,Fighting,Loneliness,6,911,9,14,20,38,43,8,51
10282,Chris Murphy,23,Male,Writer,"$128,394 ",Yes,Yes,PC,FPS,Loneliness,1,651,4,1,83,64,13,14,35
10283,John Ross,29,Other,Teacher,"$133,222 ",No,Yes,Nintendo,Fighting,Social Interaction,2,118,8,91,69,46,58,21,94
10284,Marianna Ross,20,Other,Engineer,"$126,620 ",Yes,No,Xbox,Racing,Boredom,4,45,4,28,11,35,72,21,36
10285,Ariana Powell,32,Female,Other,"$21,873 ",Yes,Yes,Nintendo,RPG,Loneliness,11,692,9,65,91,3,33,15,58
10286,Chris Parker,27,Other,Engineer,"$184,514 ",Yes,Yes,PC,Fighting,Entertainment,2,159,8,64,38,3,74,33,81
10287,Isabella Johnson,27,Other,Manager,"$88,440 ",Yes,Yes,PC,MMORPG,Relaxation,6,286,7,35,46,1,39,81,89
10288,Drake Smith,20,Other,Other,"$2,649 ",No,Yes,Nintendo,RPG,Habit,6,693,7,44,81,74,52,28,21
10289,Vivian Long,18,Other,Student,"$105,592 ",Yes,Yes,PlayStation,Strategy,Loneliness,9,925,8,8,46,32,25,40,22
10290,Mia Lang,34,Other,Other,"$8,186 ",No,Yes,Xbox,Fighting,Entertainment,8,103,8,43,13,63,38,19,70
10291,Thomas Petterson,27,Other,Doctor,"$32,336 ",Yes,No,Xbox,Racing,Social Interaction,8,621,10,81,71,63,38,47,85
10292,Josh Griffin,31,Male,Lawyer,"$72,120 ",Yes,Yes,Nintendo,Survival,Habit,2,159,6,22,31,72,78,14,36
10293,Paisley Ross,22,Other,Engineer,"$119,360 ",Yes,Yes,PlayStation,Survival,Entertainment,7,842,6,45,6,10,21,77,58
10294,Arthur Kelly,26,Other,Lawyer,"$119,875 ",No,Yes,PlayStation,Strategy,Social Interaction,1,432,9,96,7,84,21,20,72
10295,Andrew Price,33,Male,Writer,"$90,406 ",No,Yes,Nintendo,Sports,Relaxation,3,154,7,51,61,63,73,71,27
10296,Lily Sun,23,Female,Nurse,"$71,157 ",No,No,Xbox,Strategy,Relaxation,4,650,9,67,17,62,43,21,53
10297,Aurora Rodriguez,26,Female,Student,"$21,105 ",No,Yes,Tablet,MOBA,Challenge,5,224,9,58,80,66,13,30,35
10298,Veronica Lopez,32,Female,Other,"$150,251 ",Yes,Yes,Nintendo,FPS,Stress Relief,10,730,10,77,66,76,2,45,58
10299,Nolan Howard,27,Female,Teacher,"$150,119 ",No,Yes,Tablet,FPS,Escapism,2,795,6,76,58,26,27,99,18
10300,Ofelia Gonzalez,29,Female,Writer,"$74,418 ",No,No,Tablet,FPS,Competition,9,598,10,2,20,91,8,97,73
10301,Sophie Bennet,19,Female,Student,"$104,448 ",No,Yes,PC,Racing,Entertainment,1,940,7,4,40,5,84,34,15
10302,Stephanie Sweeney,19,Female,Writer,"$91,941 ",No,No,Tablet,MOBA,Stress Relief,2,592,8,61,36,13,46,27,10
10303,Cameron Jenkins,26,Other,Writer,"$109,619 ",No,No,Tablet,Survival,Challenge,7,883,4,79,92,43,4,61,8
10304,Cameron O'Conner,20,Other,Student,"$197,859 ",Yes,No,PC,Horror,Competition,7,861,10,18,50,35,33,77,74
10305,Penelope Wand,27,Other,Developer,"$92,248 ",No,Yes,PC,Sports,Entertainment,5,497,4,56,90,20,30,72,90
10306,Adrian Dixon,34,Other,Developer,"$41,075 ",Yes,No,PlayStation,RPG,Loneliness,9,541,4,83,52,2,9,6,16
10307,Ellie Davis,29,Other,Engineer,"$56,500 ",Yes,No,PlayStation,MMORPG,Entertainment,3,397,8,50,93,18,60,1,44
10308,Stephanie Lin,33,Other,Doctor,"$75,340 ",Yes,Yes,Xbox,MMORPG,Challenge,3,380,11,55,47,2,18,84,15
10309,Hazel Osei,28,Female,Doctor,"$125,489 ",No,No,Tablet,MOBA,Habit,9,368,10,87,68,40,44,7,8
10310,Alfredo Pinto,23,Male,Doctor,"$67,810 ",Yes,Yes,Xbox,RPG,Loneliness,2,767,5,10,17,70,46,84,60
10311,Leo Bailey,30,Male,Writer,"$58,231 ",Yes,Yes,PlayStation,MOBA,Relaxation,1,422,4,3,79,21,47,98,90
10312,Rosa Jenkins,21,Female,Lawyer,"$128,407 ",No,No,PC,Sports,Competition,8,955,4,53,91,25,96,17,69
10313,Juan Nicolas,20,Male,Nurse,"$161,323 ",No,Yes,Tablet,FPS,Entertainment,2,885,5,64,58,65,93,56,75
10314,Sonia Joaquin,29,Other,Designer,"$44,934 ",No,No,PC,Racing,Escapism,3,496,6,98,50,54,556,90,7
10315,Asher Smith,26,Other,Doctor,"$77,202 ",Yes,Yes,Nintendo,Strategy,Entertainment,3,318,10,90,33,39,76,80,29
10316,Sam Whelan,26,Other,Engineer,"$63,952 ",Yes,Yes,Xbox,FPS,Competition,10,494,8,2,3,93,61,52,10
10317,Gabriella Howard,33,Female,Engineer,"$195,878 ",No,No,Tablet,Sports,Social Interaction,3,992,5,87,87,49,19,94,65
10318,Leo Bailey,21,Other,Teacher,"$1,670 ",Yes,No,Nintendo,RPG,Relaxation,10,503,6,16,57,71,59,57,91
10319,Chrissy Clancy,28,Female,Manager,"$82,411 ",Yes,No,Tablet,FPS,Stress Relief,8,851,9,18,6,47,4,85,17
10320,Pual Fang,34,Other,Writer,"$24,672 ",No,Yes,PC,Strategy,Stress Relief,2,533,5,16,97,63,40,48,75
10321,Gabriella Howard,34,Female,Lawyer,"$51,859 ",No,Yes,Nintendo,RPG,Challenge,2,735,5,78,15,88,73,4,52
10323,Lincoln Collins,29,Male,Teacher,"$95,695 ",No,Yes,Cell Phone,RPG,Challenge,4,431,10,96,13,18,22,22,43
10324,Sohpia Wang,21,Female,Designer,"$58,088 ",Yes,Yes,Nintendo,MOBA,Challenge,5,200,9,76,89,31,20,68,41
10325,Victoria Lopez,25,Female,Lawyer,"$2,646 ",Yes,No,Cell Phone,Fighting,Habit,3,311,5,40,62,38,92,54,90
10326,Chris O'Connel,31,Male,Engineer,"$56,880 ",No,Yes,Xbox,Sports,Boredom,6,588,4,88,57,6,33,2,73
10327,Aaron Black,30,Male,Engineer,"$32,675 ",Yes,Yes,PC,Sports,Social Interaction,3,91,11,45,28,96,75,27,85
10328,Riley Mahoney,18,Female,Manager,"$169,184 ",No,Yes,Tablet,MMORPG,Challenge,6,27,4,68,86,21,96,60,5
10329,Abigail White,20,Female,Developer,"$14,975 ",Yes,No,Cell Phone,Strategy,Boredom,9,120,8,10,47,85,5,96,9
10330,Santiago Hernandez,34,Male,Artist,"$73,183 ",No,Yes,PlayStation,FPS,Escapism,7,564,4,15,73,49,38,39,59
10331,Adam Brown,28,Other,Developer,"$115,604 ",No,No,PC,Horror,Competition,5,15,6,65,99,77,71,68,7
10332,Diego Sanchez,25,Male,Artist,"$7,348 ",No,No,PC,Sports,Stress Relief,6,990,6,93,42,89,48,44,86
10333,Adrianne Cole,30,Female,Student,"$122,238 ",No,Yes,Nintendo,FPS,Challenge,7,27,10,46,37,16,9,78,79
10334,Leonardo Brown,24,Male,Designer,"$13,750 ",Yes,No,PC,RPG,Competition,4,533,9,30,34,43,31,23,32
10335,Alan Reed,19,Male,Doctor,"$130,759 ",Yes,No,Xbox,RPG,Challenge,4,620,5,58,9,65,91,27,6
10336,Alice Clark,19,Female,Doctor,"$45,614 ",No,Yes,Cell Phone,RPG,Social Interaction,6,599,4,3,47,35,57,88,86
10337,Andrew Edward,29,Male,Developer,"$6,178 ",Yes,Yes,Tablet,Racing,Competition,1,243,6,1,39,77,38,3,83
10338,Angela Smith,26,Female,Teacher,"$161,768 ",No,No,Cell Phone,MMORPG,Relaxation,7,307,11,25,37,86,70,7,95
10339,Antonio Gonzalez,22,Male,Doctor,"$149,228 ",Yes,Yes,Nintendo,Racing,Escapism,7,544,5,99,97,87,62,47,95
10340,Juan Lee,30,Male,Other,"$25,535 ",No,Yes,Xbox,FPS,Entertainment,8,688,8,37,9,49,31,11,11
10341,Drake Cooper,23,Male,Student,"$48,849 ",No,No,Xbox,Racing,Challenge,8,554,10,43,92,37,45,98,13
10342,Brandi  Braxx,26,Female,Nurse,"$112,892 ",No,Yes,PC,Horror,Loneliness,1,142,11,39,82,54,10,16,70
10343,Brian Cooper,19,Male,Developer,"$86,714 ",No,Yes,Tablet,Survival,Competition,1,865,6,18,37,1,51,41,81
10344,Bruce Foster,33,Male,Writer,"$157,468 ",Yes,No,PlayStation,Horror,Challenge,4,855,8,26,80,10,49,43,35
10345,Caroline Bell,21,Female,Student,"$121,227 ",Yes,No,Cell Phone,Strategy,Social Interaction,6,635,6,79,6,7,11,88,18
10346,Caleb Turner,31,Male,Nurse,"$100,391 ",Yes,Yes,Tablet,Survival,Competition,11,739,7,64,46,97,92,23,90
10347,Charlene Hughes,20,Female,Engineer,"$191,051 ",Yes,Yes,Tablet,MOBA,Entertainment,9,579,5,64,11,29,16,99,63
10348,Steven Nin,28,Male,Artist,"$133,068 ",No,No,PC,MMORPG,Boredom,11,821,6,81,75,82,3,28,60
10349,Cameron Perez,33,Male,Doctor,"$104,436 ",Yes,Yes,Tablet,RPG,Boredom,1,241,9,32,42,37,93,97,82
10350,Cheryln Foster,31,Other,Other,"$147,599 ",No,Yes,PlayStation,RPG,Challenge,7,22,8,65,92,15,57,40,44
10351,Chris Smith,34,Male,Artist,"$88,078 ",No,No,Xbox,Strategy,Relaxation,2,139,6,82,31,54,96,55,91
10352,Cindy Bryant,18,Female,Manager,"$125,141 ",Yes,Yes,PC,FPS,Relaxation,6,517,10,63,60,22,67,5,64
10353,Christina Rivera,27,Male,Doctor,"$151,578 ",No,No,PlayStation,Survival,Relaxation,10,382,7,26,29,74,22,66,87
10354,Madia Lopez,28,Female,Teacher,"$92,704 ",Yes,No,Cell Phone,Racing,Competition,6,798,6,57,35,95,22,65,87
10355,Christopher Peterson,26,Male,Other,"$34,093 ",No,Yes,Tablet,Survival,Challenge,9,609,7,5,62,78,59,77,81
10356,Claire Johnson,32,Other,Student,"$31,591 ",Yes,Yes,Nintendo,MMORPG,Escapism,1,838,6,46,31,44,99,22,27
10357,Daniel Simmons,22,Male,Engineer,"$99,009 ",Yes,No,Xbox,Strategy,Relaxation,9,612,5,22,39,25,61,18,36
10358,Cindy Myers,22,Female,Student,"$148,520 ",Yes,No,Xbox,MOBA,Stress Relief,6,856,10,14,11,49,54,41,36
10359,Donald Griffin,25,Male,Manager,"$74,807 ",No,Yes,Xbox,RPG,Relaxation,10,509,5,66,87,64,47,51,77
10360,Diana Prince,32,Female,Other,"$192,077 ",Yes,No,Xbox,FPS,Challenge,5,91,5,45,69,96,97,39,52
10361,Dylan Rivera,25,Male,Nurse,"$25,685 ",No,No,Xbox,Racing,Boredom,6,559,10,52,26,9,10,46,61
10362,Isabella Yadira,20,Other,Artist,"$140,156 ",No,Yes,Cell Phone,Strategy,Relaxation,9,734,5,27,9,23,33,98,81
10363,Camila Zulema,25,Female,Doctor,"$199,727 ",Yes,No,Nintendo,Fighting,Habit,6,897,7,94,39,8,24,18,6
10364,Valerie Veronica,25,Other,Teacher,"$54,527 ",No,No,PlayStation,Fighting,Social Interaction,8,512,10,20,82,33,11,41,24
10365,Marianna Ruiz,23,Other,Artist,"$9,981 ",Yes,Yes,Cell Phone,MMORPG,Challenge,1,603,9,2,46,85,95,8,81
10366,Ximena Lynch,32,Other,Student,"$22,308 ",Yes,No,PC,Survival,Boredom,9,472,8,57,20,84,95,80,25
10367,Victoria Casey,18,Other,Nurse,"$72,868 ",No,No,PC,RPG,Relaxation,6,230,9,81,33,73,30,55,52
10368,Evelyn Quinn,18,Female,Designer,"$168,761 ",No,Yes,PlayStation,FPS,Challenge,6,560,5,4,31,81,57,28,36
10369,Nathan Fuller,23,Male,Other,"$196,293 ",No,Yes,Xbox,MMORPG,Relaxation,6,870,5,18,20,29,12,15,29
10370,Brian Brown,26,Male,Lawyer,"$66,213 ",No,Yes,Tablet,Racing,Relaxation,10,378,11,35,9,26,86,63,99
10371,Joel Lewis,31,Male,Writer,"$191,526 ",No,Yes,PC,Racing,Loneliness,8,167,11,90,9,65,81,68,14
10372,Darren Lara,33,Male,Nurse,"$125,890 ",Yes,Yes,Cell Phone,MMORPG,Challenge,9,792,5,98,82,85,64,83,67
10373,Stephanie Nguyen,18,Female,Teacher,$375 ,No,No,Cell Phone,Racing,Challenge,8,708,5,76,36,14,29,82,42
10374,Christopher Park,33,Male,Nurse,"$166,448 ",Yes,No,Nintendo,Fighting,Boredom,11,983,10,61,78,74,65,49,92
10375,Daniel Cox,19,Male,Doctor,"$91,380 ",Yes,No,PlayStation,Racing,Entertainment,4,143,11,52,53,39,44,88,98
10376,Sherri Gomez,30,Female,Developer,"$184,729 ",No,No,Nintendo,Fighting,Entertainment,5,406,9,6,38,64,5,43,94
10377,Amanda Davis,22,Female,Student,"$198,559 ",Yes,No,PlayStation,RPG,Competition,1,409,11,81,22,16,6,20,48
10378,Dylan Hamilton,21,Other,Manager,"$61,616 ",Yes,Yes,Tablet,Strategy,Escapism,4,283,7,24,27,40,66,11,28
10379,Victor Willis,29,Male,Developer,"$27,933 ",No,No,Xbox,Horror,Entertainment,3,961,10,81,42,39,10,32,62
10380,Randy Delgado,28,Other,Lawyer,"$39,170 ",Yes,No,Xbox,MMORPG,Relaxation,7,18,8,46,59,2,8,74,71
10381,David Thomas,27,Male,Designer,"$116,498 ",No,Yes,PlayStation,RPG,Relaxation,7,234,7,87,82,5,52,66,78
10382,Ronald Garcia,25,Male,Designer,"$118,642 ",Yes,No,Nintendo,MMORPG,Entertainment,7,288,8,61,48,26,79,83,63
10383,Steven Gonzalez,28,Male,Manager,"$126,228 ",Yes,No,PlayStation,Racing,Stress Relief,11,965,8,76,50,50,98,33,59
10384,Marcia Moreno,31,Other,Other,"$40,025 ",Yes,Yes,Tablet,Racing,Challenge,4,69,11,70,87,40,4,63,38
10385,Lori Zuniga,20,Female,Engineer,"$198,524 ",No,No,PC,Strategy,Competition,7,96,9,43,56,95,70,38,66
10386,Aaron Strickland,27,Other,Nurse,"$121,776 ",Yes,No,PC,Horror,Social Interaction,6,540,10,16,4,62,4,39,41
10387,Jennifer Mccall,24,Female,Artist,"$144,286 ",Yes,No,PC,Survival,Habit,8,504,6,52,26,52,33,94,89
10388,Ryan Rhodes,33,Male,Lawyer,"$5,935 ",Yes,No,Cell Phone,FPS,Boredom,4,200,7,7,45,80,15,80,52
10389,Brian Wood,32,Male,Lawyer,"$150,482 ",No,No,PC,Racing,Habit,2,436,4,72,12,42,95,99,99
10390,Lauren Crosby,34,Female,Student,"$90,682 ",No,No,PC,FPS,Escapism,8,905,9,31,55,63,33,10,32
10391,David Blake,28,Other,Other,"$172,392 ",No,No,Tablet,Horror,Entertainment,11,236,8,6,38,10,77,54,59
10392,Mario Cooper,32,Male,Other,"$199,428 ",Yes,Yes,PlayStation,Fighting,Social Interaction,1,118,11,73,56,61,32,3,69
10393,Kevin Rogers,34,Male,Engineer,"$111,514 ",Yes,No,Nintendo,RPG,Competition,11,781,5,77,63,67,73,93,13
10394,Frances Smith,27,Male,Writer,"$107,394 ",Yes,No,Nintendo,Horror,Stress Relief,7,912,5,12,42,19,40,87,16
10395,Erik Collins,28,Other,Other,"$166,509 ",No,Yes,PlayStation,Fighting,Relaxation,9,348,7,8,84,3,52,33,82
10396,Lauren Walker,34,Other,Artist,"$19,994 ",No,Yes,Tablet,Racing,Habit,3,248,5,54,51,8,34,50,65
10397,Emily Wilkerson,28,Other,Artist,"$143,561 ",No,No,Xbox,Strategy,Challenge,6,548,7,42,90,20,29,9,53
10398,Arthur Newman,19,Male,Artist,"$107,071 ",Yes,No,Tablet,Racing,Escapism,1,69,11,73,60,40,35,53,9
10399,Sherri Henry,25,Other,Developer,"$196,246 ",Yes,Yes,PC,Horror,Competition,6,674,4,17,58,38,86,66,13
10400,Jonathan Mercado,20,Male,Manager,"$139,726 ",No,No,Cell Phone,Fighting,Relaxation,10,997,11,10,33,32,91,7,36
10401,Alexis Stevenson,32,Female,Doctor,"$61,001 ",Yes,Yes,Tablet,Survival,Relaxation,5,491,8,5,77,88,26,41,64
10403,Nathan Garcia,34,Male,Writer,"$92,159 ",Yes,No,Tablet,RPG,Social Interaction,8,932,7,7,64,80,96,30,65
10404,David Roberts,22,Male,Doctor,"$10,265 ",Yes,Yes,PlayStation,RPG,Escapism,9,971,5,92,12,37,97,87,64
10405,Anna Brooks,26,Female,Doctor,"$142,688 ",Yes,Yes,Tablet,Horror,Entertainment,3,500,5,16,27,81,20,14,60
10406,Richard Lopez,19,Male,Designer,"$177,739 ",No,Yes,PlayStation,Horror,Stress Relief,10,515,11,93,26,72,98,46,66
10407,Holly Ingram,20,Female,Doctor,"$13,809 ",No,No,Xbox,FPS,Social Interaction,4,318,7,31,93,18,89,21,49
10408,Jim Chavez,19,Male,Lawyer,"$116,623 ",No,No,Nintendo,Strategy,Entertainment,4,645,4,15,76,49,11,34,95
10409,Michele Hancock,26,Female,Doctor,"$108,647 ",Yes,No,PlayStation,MMORPG,Stress Relief,6,156,7,14,76,29,24,44,48
10410,Marcus Moore,22,Male,Artist,"$169,477 ",Yes,No,Nintendo,MMORPG,Escapism,9,313,4,61,25,41,37,57,47
10411,Amber Thompson,23,Female,Doctor,"$124,682 ",Yes,Yes,PC,MMORPG,Entertainment,6,317,9,61,50,81,7,16,29
10412,Virginia Peterson,23,Female,Other,"$130,012 ",Yes,Yes,Cell Phone,MOBA,Challenge,10,646,7,35,77,18,76,87,21
10413,Anita Lewis,30,Other,Designer,"$33,301 ",No,Yes,Nintendo,Strategy,Entertainment,2,766,11,18,13,25,2,33,70
10415,Jessica Craig,23,Female,Manager,"$174,775 ",No,No,PlayStation,RPG,Social Interaction,3,73,11,62,98,98,87,31,33
10416,Laura Livingston,29,Female,Lawyer,"$29,445 ",Yes,No,Cell Phone,RPG,Entertainment,1,514,10,95,76,94,9,25,55
10417,Katherine Walters,27,Other,Developer,"$153,607 ",No,No,PlayStation,MOBA,Relaxation,5,248,5,25,83,33,24,5,95
